group,total_sample,sample_2018_no,sample_2017_no,two_sided_p_value,two_sided_t_statistic,two_sided_CI,Act_per_2018_Mean,Act_per_2017_Mean,two_sided_des,greater_p_value,greater_t_statistic,greater_CI,premium_2018_Mean,premium_2017_Mean,greater_des,y_2017,y_2018,y_score,not_equal_sig,greater_sig
E1_Normal,508,434,74,0.0,64.27,"(4.887473418381166, 5.198945031611403)",11.57,6.53,Two-Sample Welch's t-test,0.0,19.32,"(inf, 15424.641875521294)",17531.47,3530.47,Two-Sample Welch's t-test,0.4877652610427708,7.03181815787336,6.544052896830589,True,True
E1_Risk,424,368,56,0.0,83.48,"(4.827062737401254, 5.063112587663581)",13.31,8.36,Two-Sample Welch's t-test,0.0,12.03,"(inf, 18375.04935516476)",22362.35,6569.73,Two-Sample Welch's t-test,0.3988906458704239,6.626465059544493,6.22757441367407,True,True
C1_Risk,330,80,250,0.0,95.54,"(4.86669935197463, 5.0723620871219)",13.31,8.34,Two-Sample Welch's t-test,0.002,2.98,"(inf, 6284.57741530404)",16244.71,12468.68,Two-Sample Welch's t-test,15.689273197673446,13.136711146549096,-2.552562051124349,True,True
E1_Very Risk,306,262,44,0.0,93.01,"(5.0223377160650875, 5.240829139467064)",14.64,9.51,Two-Sample Welch's t-test,0.0,11.84,"(inf, 27137.939025035514)",30628.74,7357.5,Two-Sample Welch's t-test,0.27409689125711945,7.004462450955656,6.730365559698537,True,True
C1_Normal,280,90,190,0.0,64.43,"(4.731272003699811, 5.030450997856692)",11.59,6.71,Two-Sample Welch's t-test,0.003,2.78,"(inf, 4514.948933482944)",13718.68,11076.43,Two-Sample Welch's t-test,13.78180948519111,11.35770182147335,-2.42410766371776,True,True
A2_Risk,260,122,138,0.0,99.31,"(4.894268203911395, 5.092289158115861)",13.4,8.41,Two-Sample Welch's t-test,0.0,4.25,"(inf, 8127.948698835098)",19260.25,13711.96,Two-Sample Welch's t-test,3.628440762792303,2.695679856826962,-0.9327609059653411,True,True
A2_Normal,258,160,98,0.0,64.07,"(4.744529067401227, 5.045887432759897)",11.62,6.72,Two-Sample Welch's t-test,0.0,3.93,"(inf, 4474.971261140081)",14271.09,11292.09,Two-Sample Welch's t-test,3.5505023160680986,3.856384663128428,0.30588234706032946,True,True
C1_Excellent,257,257,0,,,,,,,,,,,,,,,,,
C1_Very Risk,223,43,180,0.0,31.58,"(4.900180580076651, 5.56747056616556)",14.78,9.55,Two-Sample Welch's t-test,0.0,3.74,"(inf, 10913.394334624121)",19668.28,12558.12,Two-Sample Welch's t-test,11.293070656124488,10.412642973833577,-0.8804276822909102,True,True
C1_Good,162,120,42,0.0,60.38,"(4.1137608446765626, 4.39210325348111)",9.4,5.15,Two-Sample Welch's t-test,0.0,4.7,"(inf, 9220.248052319868)",13453.42,6978.07,Two-Sample Welch's t-test,2.488913943052524,11.1744723742055,8.685558431152977,True,True
A2_Good,132,105,27,0.0,33.35,"(4.324551472618833, 4.881754894678807)",9.49,4.89,Two-Sample Welch's t-test,0.02,2.08,"(inf, 5461.274385023233)",13782.14,10986.11,Two-Sample Welch's t-test,3.2043751265950986,4.186919538234529,0.98254441163943,True,True
C1_Very Good,97,90,7,0.0,19.8,"(4.548346098689936, 5.746327440502914)",7.28,2.13,Two-Sample Welch's t-test,0.0,10.29,"(inf, 14142.487653623162)",13728.39,1879.14,Two-Sample Welch's t-test,0.08072340047662031,9.660745061667292,9.58002166119067,True,True
A2_Very Good,67,63,4,0.0,31.08,"(3.8748378602091327, 4.422745120125701)",7.22,3.07,Two-Sample Welch's t-test,0.26,0.65,"(inf, 1853.1605487660745)",12071.43,11625.0,Two-Sample Welch's t-test,1.5794166348235894,3.212266168247985,1.6328495334243953,True,False
A2_Excellent,66,66,0,,,,,,,,,,,,,,,,,
H1_Very Good,15,0,15,,,,,,,,,,,,,,,,,
H1_Good,2,0,2,,,,,,,,,,,,,,,,,
H2_Normal,2,0,2,,,,,,,,,,,,,,,,,
H2_Very Risk,1,0,1,,,,,,,,,,,,,,,,,
