group,total_sample,sample_2018_no,sample_2017_no,two_sided_p_value,two_sided_t_statistic,two_sided_CI,Act_per_2018_Mean,Act_per_2017_Mean,two_sided_des,greater_p_value,greater_t_statistic,greater_CI,premium_2018_Mean,premium_2017_Mean,greater_des,y_2017,y_2018,y_score,not_equal_sig,greater_sig
"1-18_190,001-300,0000_Excellent",70,70,0,,,,,,,,,,,,,,,,,
"53+_130,000-190,000_Normal",65,27,38,0.0,31.32,"(4.313369680614649, 4.902677343039949)",11.46,6.85,Two-Sample Welch's t-test,0.0,13.91,"(inf, 8367.952350869877)",18465.48,11161.24,Two-Sample Welch's t-test,10.039514015249337,8.774546900904262,-1.2649671143450751,True,True
"1-18_190,001-300,0000_Very Good",64,21,43,0.0,22.55,"(3.844377432444567, 4.615284461779169)",6.66,2.43,Two-Sample Welch's t-test,0.0,17.64,"(inf, 10641.094077635156)",15182.86,5651.51,Two-Sample Welch's t-test,8.64316085423302,3.2420082270381902,-5.40115262719483,True,True
"19-27_1-60,000_Normal",63,24,39,0.0,28.29,"(4.488545745700533, 5.174977238111445)",11.48,6.65,Two-Sample Welch's t-test,0.0,7.76,"(inf, 2473.0682140173335)",4933.12,2968.46,Two-Sample Welch's t-test,15.076574464760117,18.512090437882588,3.4355159731224716,True,True
"53+_88,001-130,0000_Good",63,32,31,0.0,40.34,"(4.384137685411749, 4.844232710161026)",9.78,5.16,Two-Sample Welch's t-test,0.0,25.95,"(inf, 6191.3349724653835)",11167.16,5419.35,Two-Sample Welch's t-test,14.507772020725387,5.515543891103242,-8.992228129622145,True,True
"46-52_190,001-300,0000_Excellent",62,62,0,,,,,,,,,,,,,,,,,
"46-52_60,001-88,000_Good",62,23,39,0.0,30.73,"(3.876471974407783, 4.4362567009355365)",9.48,5.32,Two-Sample Welch's t-test,0.0,17.42,"(inf, 3258.1795426605586)",7411.52,4500.0,Two-Sample Welch's t-test,20.103092783505154,18.825843416338664,-1.2772493671664913,True,True
"53+_190,001-300,0000_Excellent",60,60,0,,,,,,,,,,,,,,,,,
"53+_300,001+_Risk",58,26,32,0.0,42.28,"(4.7241460213197675, 5.194555046753522)",13.39,8.43,Two-Sample Welch's t-test,0.0,3.88,"(inf, 46722.5380677637)",62928.92,32378.06,Two-Sample Welch's t-test,4.027844702398227,4.304223281937895,0.2763785795396684,True,True
"39-45_88,001-130,0000_Risk",57,23,34,0.0,43.23,"(4.770569632032512, 5.236226553219375)",13.29,8.29,Two-Sample Welch's t-test,0.0,11.9,"(inf, 5930.832417056104)",13840.43,8775.41,Two-Sample Welch's t-test,6.15920323653162,9.31218324228263,3.1529800057510107,True,True
"53+_130,000-190,000_Very Good",56,35,21,0.0,27.13,"(4.160380685738365, 4.830098898917561)",7.18,2.68,Two-Sample Welch's t-test,0.0,19.9,"(inf, 7479.760756527688)",11286.57,4500.0,Two-Sample Welch's t-test,9.333333333333334,8.092749385765996,-1.2405839475673377,True,True
"46-52_88,001-130,0000_Excellent",56,56,0,,,,,,,,,,,,,,,,,
"46-52_130,000-190,000_Normal",55,20,35,0.0,30.04,"(4.354016833231467, 4.988264466769473)",11.45,6.77,Two-Sample Welch's t-test,0.0,16.93,"(inf, 9149.691089990345)",18360.0,10201.71,Two-Sample Welch's t-test,5.391799409236608,5.80931952807822,0.4175201188416112,True,True
"53+_130,000-190,000_Excellent",55,55,0,,,,,,,,,,,,,,,,,
"53+_190,001-300,0000_Good",55,35,20,0.0,27.54,"(4.501887509212132, 5.215776362858614)",9.44,4.58,Two-Sample Welch's t-test,0.0,16.49,"(inf, 13012.137398300576)",22798.86,11197.75,Two-Sample Welch's t-test,10.108421058808077,8.469763868553715,-1.6386571902543625,True,True
"28-38_190,001-300,0000_Excellent",54,54,0,,,,,,,,,,,,,,,,,
"53+_130,000-190,000_Very Risk",54,17,37,0.0,52.59,"(5.0169906190981575, 5.427242199073634)",14.67,9.44,Two-Sample Welch's t-test,0.0,15.3,"(inf, 10963.485592261795)",23466.65,13820.57,Two-Sample Welch's t-test,11.460533894525463,7.282062290525687,-4.178471603999776,True,True
"1-18_88,001-130,0000_Good",54,22,32,0.0,33.22,"(4.4022906747101915, 4.974402688483637)",9.1,4.41,Two-Sample Welch's t-test,0.0,109.91,"(inf, 4530.592010157761)",8978.18,4529.06,Two-Sample Welch's t-test,7.194876759252364,6.116457953996507,-1.0784188052558568,True,True
"53+_190,001-300,0000_Risk",52,23,29,0.0,39.99,"(4.546536027606108, 5.029805616750328)",13.26,8.47,Two-Sample Welch's t-test,0.0,12.74,"(inf, 13328.238514765853)",32272.48,20784.55,Two-Sample Welch's t-test,6.74982029467977,6.617707894243203,-0.13211240043656675,True,True
"28-38_1-60,000_Normal",52,32,20,0.0,28.4,"(4.471293349276678, 5.154196856442546)",11.7,6.89,Two-Sample Welch's t-test,0.0,9.36,"(inf, 3147.3544550965717)",5508.19,2916.8,Two-Sample Welch's t-test,3.5643039263188188,13.149915995475991,9.585612069157174,True,True
"28-38_88,001-130,0000_Risk",52,25,27,0.0,46.52,"(4.661907802409105, 5.082805527757251)",13.24,8.37,Two-Sample Welch's t-test,0.0,14.46,"(inf, 5295.455161294098)",13805.4,9166.67,Two-Sample Welch's t-test,3.7506137367932935,8.664788774826206,4.914175038032913,True,True
"39-45_88,001-130,0000_Good",51,36,15,0.0,39.3,"(4.13740501903385, 4.584440602549452)",9.52,5.16,Two-Sample Welch's t-test,0.0,17.75,"(inf, 5439.76900519117)",10097.92,5212.4,Two-Sample Welch's t-test,5.878456561178849,5.954896603239503,0.0764400420606541,True,True
"1-18_300,001+_Excellent",51,51,0,,,,,,,,,,,,,,,,,
"39-45_190,001-300,0000_Excellent",48,48,0,,,,,,,,,,,,,,,,,
"53+_300,001+_Very Risk",47,31,16,0.0,46.55,"(4.781135614733673, 5.219311503225265)",14.53,9.53,Two-Sample Welch's t-test,0.001,3.29,"(inf, 56247.30602720367)",74564.03,39756.75,Two-Sample Welch's t-test,1.882537750903228,6.867207050889321,4.984669299986093,True,True
"53+_190,001-300,0000_Very Good",45,14,31,0.0,22.63,"(4.769778250687692, 5.745031539542008)",7.44,2.18,Two-Sample Welch's t-test,0.0,13.57,"(inf, 14730.435459485769)",18005.07,5274.19,Two-Sample Welch's t-test,8.157156220767071,7.010788288495004,-1.1463679322720675,True,True
"39-45_88,001-130,0000_Excellent",45,45,0,,,,,,,,,,,,,,,,,
"53+_60,001-88,000_Good",45,1,44,,235.2,"(nan, nan)",9.42,5.36,Two-Sample Welch's t-test,,inf,"(inf, nan)",6000.0,4500.0,Two-Sample Welch's t-test,23.28042328042328,8.333333333333332,-14.947089947089948,,
"19-27_300,001+_Very Good",44,14,30,0.0,19.65,"(4.400999706173861, 5.45995161974461)",6.9,1.97,Two-Sample Welch's t-test,0.0,8.15,"(inf, 23586.232389460554)",27788.57,9087.5,Two-Sample Welch's t-test,4.660509750786454,5.852587721119321,1.1920779703328679,True,True
"28-38_60,001-88,000_Very Good",44,44,0,,,,,,,,,,,,,,,,,
"53+_190,001-300,0000_Normal",44,16,28,0.0,29.75,"(4.582693089561828, 5.253679572516783)",11.52,6.6,Two-Sample Welch's t-test,0.0,10.29,"(inf, 15222.424764131654)",28618.56,15941.86,Two-Sample Welch's t-test,7.937390262786064,4.809893971553056,-3.127496291233007,True,True
"28-38_60,001-88,000_Good",43,29,14,0.0,37.76,"(4.02744661887012, 4.486369917488582)",9.57,5.31,Two-Sample Welch's t-test,0.0,16.6,"(inf, 2359.6626456763083)",6600.52,4500.0,Two-Sample Welch's t-test,4.510325423558933,11.921711509715994,7.411386086157062,True,True
"28-38_60,001-88,000_Risk",42,36,6,0.0,29.25,"(4.3739905793233085, 5.115030300697789)",13.32,8.58,Two-Sample Welch's t-test,0.0,11.82,"(inf, 4011.8257889417737)",9700.83,6310.0,Two-Sample Welch's t-test,1.8270260879636333,13.272979151582872,11.445953063619239,True,True
"39-45_130,000-190,000_Risk",42,29,13,0.0,38.91,"(4.79558937042148, 5.330032298449398)",13.38,8.32,Two-Sample Welch's t-test,0.0,16.14,"(inf, 9573.493988282933)",20900.69,12392.31,Two-Sample Welch's t-test,2.199354937797573,5.781077871725539,3.5817229339279653,True,True
"53+_190,001-300,0000_Very Risk",42,20,22,0.0,17.05,"(4.74504346504234, 6.065988463367265)",14.91,9.51,Two-Sample Welch's t-test,0.0,9.89,"(inf, 13235.780561093994)",34529.4,23542.05,Two-Sample Welch's t-test,5.5619911933841815,8.114109913908575,2.5521187205243927,True,True
"53+_300,001+_Good",42,34,8,0.0,15.12,"(4.076192530736012, 5.503407677114268)",9.66,4.87,Two-Sample Welch's t-test,0.0,8.22,"(inf, 25891.828929727817)",40349.74,19653.5,Two-Sample Welch's t-test,2.3614420554704885,7.351908237036851,4.990466181566363,True,True
"46-52_130,000-190,000_Excellent",41,41,0,,,,,,,,,,,,,,,,,
"19-27_60,001-88,000_Good",41,19,22,0.0,29.79,"(4.209579183016624, 4.840416143775977)",9.79,5.26,Two-Sample Welch's t-test,0.0,9.2,"(inf, 3751.3966724174766)",7395.79,4339.09,Two-Sample Welch's t-test,11.955888707283624,12.760161272747087,0.8042725654634625,True,True
"19-27_60,001-88,000_Very Risk",41,28,13,0.0,16.08,"(5.231762707021103, 6.753760552146256)",15.46,9.47,Two-Sample Welch's t-test,0.0,8.75,"(inf, 3987.803486082302)",9944.46,6709.62,Two-Sample Welch's t-test,14.367248109897712,14.4798321359761,0.11258402607838836,True,True
"28-38_130,000-190,000_Excellent",41,41,0,,,,,,,,,,,,,,,,,
"1-18_130,000-190,000_Good",40,17,23,0.0,21.08,"(3.9878706667519137, 4.838218041597714)",9.31,4.9,Two-Sample Welch's t-test,0.0,11.07,"(inf, 7505.434512556101)",14558.82,8220.65,Two-Sample Welch's t-test,4.671477120694958,6.902206196089586,2.2307290753946276,True,True
"46-52_130,000-190,000_Very Good",40,22,18,0.0,20.77,"(3.6004703304691406, 4.39478785503646)",6.88,2.88,Two-Sample Welch's t-test,0.0,16.91,"(inf, 6828.762474840807)",10580.86,4500.0,Two-Sample Welch's t-test,5.139792847311984,5.219233174358069,0.07944032704608542,True,True
"28-38_300,001+_Excellent",40,40,0,,,,,,,,,,,,,,,,,
"46-52_300,001+_Excellent",39,39,0,,,,,,,,,,,,,,,,,
"28-38_1-60,000_Very Good",39,39,0,,,,,,,,,,,,,,,,,
"1-18_300,001+_Very Good",39,6,33,0.0,14.35,"(3.7678709496308187, 5.331313892677475)",6.87,2.33,Two-Sample Welch's t-test,0.0,9.05,"(inf, 24493.797372403464)",29250.0,10017.27,Two-Sample Welch's t-test,3.2568023692284043,2.3046648780891372,-0.9521374911392673,True,True
"19-27_88,001-130,0000_Normal",38,15,23,0.0,26.51,"(4.182169080828298, 4.884129647392936)",11.51,6.97,Two-Sample Welch's t-test,0.0,12.32,"(inf, 4800.082100689235)",12729.0,8613.26,Two-Sample Welch's t-test,10.913162395987406,7.74953578277678,-3.1636266132106265,True,True
"46-52_130,000-190,000_Risk",38,23,15,0.0,35.55,"(4.672355691942707, 5.248202004988455)",13.3,8.34,Two-Sample Welch's t-test,0.0,15.03,"(inf, 10413.234842096135)",21274.57,12102.53,Two-Sample Welch's t-test,3.3063562001509497,9.600482658151478,6.294126458000529,True,True
"39-45_60,001-88,000_Very Good",38,38,0,,,,,,,,,,,,,,,,,
"28-38_130,000-190,000_Very Good",38,22,16,0.0,23.26,"(3.479273744426091, 4.150624821239031)",6.56,2.75,Two-Sample Welch's t-test,0.0,23.22,"(inf, 6309.957173357655)",10291.36,4500.0,Two-Sample Welch's t-test,3.640182150670173,8.207319924527892,4.567137773857719,True,True
"1-18_1-60,000_Normal",37,16,21,0.0,26.81,"(4.5949754751508785, 5.348148673742269)",11.25,6.28,Two-Sample Welch's t-test,0.0,4.45,"(inf, 2032.8411210881281)",3630.0,2237.86,Two-Sample Welch's t-test,7.991123807580472,10.340499399118707,2.349375591538236,True,True
"28-38_88,001-130,0000_Normal",37,27,10,0.0,24.0,"(4.79256801836034, 5.72190253797727)",11.71,6.46,Two-Sample Welch's t-test,0.0,9.12,"(inf, 6072.661944757378)",12126.11,7200.0,Two-Sample Welch's t-test,2.9616466755516067,7.417665510081324,4.456018834529718,True,True
"39-45_130,000-190,000_Normal",37,19,18,0.0,28.29,"(4.774545791457275, 5.514081920750524)",11.92,6.78,Two-Sample Welch's t-test,0.0,14.16,"(inf, 9468.533509662971)",18649.74,10377.5,Two-Sample Welch's t-test,2.5732262963766543,4.235311413629087,1.662085117252432,True,True
"46-52_130,000-190,000_Good",36,29,7,0.0,16.15,"(3.9599090882733723, 5.216037006556244)",9.42,4.83,Two-Sample Welch's t-test,0.0,10.78,"(inf, 7958.095011507088)",14845.86,8223.57,Two-Sample Welch's t-test,7.0299553155450365,6.442950489113819,-0.5870048264312172,True,True
"53+_130,000-190,000_Good",36,34,2,0.0,36.57,"(3.9487700096728306, 4.4135486465760865)",9.37,5.19,Two-Sample Welch's t-test,0.0,21.07,"(inf, 5619.3935969526)",14499.59,9375.0,Two-Sample Welch's t-test,7.936507936507936,7.711438233457987,-0.22506970304994878,True,True
"28-38_88,001-130,0000_Good",35,23,12,0.0,26.83,"(4.378160370960208, 5.097087786923314)",9.62,4.88,Two-Sample Welch's t-test,0.0,19.59,"(inf, 6211.493995240687)",10501.3,4875.0,Two-Sample Welch's t-test,5.931913797631493,5.8580846078845115,-0.07382918974698158,True,True
"19-27_130,000-190,000_Normal",35,14,21,0.0,25.7,"(4.766621766759426, 5.604191206106755)",11.58,6.39,Two-Sample Welch's t-test,0.0,21.64,"(inf, 9787.819634277694)",18145.71,9214.29,Two-Sample Welch's t-test,5.450120832136278,12.43346817117309,6.98334733903681,True,True
"19-27_130,000-190,000_Good",35,27,8,0.0,17.8,"(4.254116218483265, 5.474486214049119)",9.43,4.56,Two-Sample Welch's t-test,0.0,9.29,"(inf, 7496.3925957226775)",14118.89,8066.25,Two-Sample Welch's t-test,3.1254313632896222,9.41946531358065,6.294033950291028,True,True
"28-38_60,001-88,000_Very Risk",35,33,2,0.0,18.24,"(5.463634496350595, 7.06209287971234)",15.77,9.5,Two-Sample Welch's t-test,0.0,20.12,"(inf, 5512.197887876703)",11005.45,6000.0,Two-Sample Welch's t-test,0.7619337879538268,7.652967690138886,6.891033902185059,True,True
"28-38_130,000-190,000_Normal",33,16,17,0.0,28.02,"(4.861418342394683, 5.625217391233856)",11.85,6.6,Two-Sample Welch's t-test,0.0,13.41,"(inf, 8894.024497624507)",18411.56,10698.53,Two-Sample Welch's t-test,4.130640666625786,5.403553760393566,1.2729130937677802,True,True
"46-52_190,001-300,0000_Normal",33,30,3,0.0,38.29,"(5.312177069040915, 5.958213021028028)",11.58,5.95,Two-Sample Welch's t-test,0.0,27.1,"(inf, 16293.347395921)",27525.0,12375.0,Two-Sample Welch's t-test,0.5587985522564324,6.657837926092556,6.099039373836124,True,True
"53+_300,001+_Very Good",33,21,12,0.0,18.25,"(4.77029738875744, 6.008852666784799)",7.62,2.23,Two-Sample Welch's t-test,0.0,12.26,"(inf, 28988.119228659692)",32840.0,8000.0,Two-Sample Welch's t-test,1.3256447777397729,7.448836235449501,6.123191457709728,True,True
"28-38_88,001-130,0000_Excellent",32,32,0,,,,,,,,,,,,,,,,,
"39-45_88,001-130,0000_Very Good",32,32,0,,,,,,,,,,,,,,,,,
"19-27_60,001-88,000_Risk",32,19,13,0.0,33.01,"(4.888805618702906, 5.543062555123453)",13.54,8.32,Two-Sample Welch's t-test,0.0,16.59,"(inf, 3872.764372629055)",9315.0,5873.08,Two-Sample Welch's t-test,8.967582804792107,15.746276624139218,6.778693819347112,True,True
"28-38_1-60,000_Excellent",32,32,0,,,,,,,,,,,,,,,,,
"19-27_88,001-130,0000_Risk",31,8,23,0.0,29.64,"(4.735341450911759, 5.484675475334526)",13.31,8.2,Two-Sample Welch's t-test,0.0,8.54,"(inf, 7331.235229722954)",14784.38,9030.65,Two-Sample Welch's t-test,5.6529442503021,4.9543209721401915,-0.6986232781619084,True,True
"39-45_130,000-190,000_Very Good",31,22,9,0.0,21.09,"(3.8737041282110987, 4.708505911959207)",6.96,2.67,Two-Sample Welch's t-test,0.0,19.08,"(inf, 7028.204678211753)",10711.91,4366.56,Two-Sample Welch's t-test,1.917791506846641,6.483963840226098,4.566172333379457,True,True
"28-38_190,001-300,0000_Risk",31,26,5,0.0,36.2,"(4.6909381760309685, 5.353585929320754)",13.48,8.46,Two-Sample Welch's t-test,0.0,12.39,"(inf, 13305.45059352036)",30745.38,19350.0,Two-Sample Welch's t-test,0.882250353926014,5.539409512167741,4.657159158241727,True,True
"46-52_190,001-300,0000_Risk",30,25,5,0.0,27.89,"(4.48790208067178, 5.304693995758505)",13.2,8.31,Two-Sample Welch's t-test,0.0,8.32,"(inf, 13774.873507902812)",31348.2,20550.0,Two-Sample Welch's t-test,1.343125667151107,6.230978027534753,4.887852360383645,True,True
"28-38_60,001-88,000_Excellent",30,30,0,,,,,,,,,,,,,,,,,
"39-45_88,001-130,0000_Very Risk",30,14,16,0.0,16.97,"(4.879974810611685, 6.292609849128631)",15.12,9.53,Two-Sample Welch's t-test,0.0,11.74,"(inf, 7236.499182510058)",15943.93,9797.62,Two-Sample Welch's t-test,3.730097260640671,7.165212534427303,3.4351152737866313,True,True
"39-45_1-60,000_Normal",30,24,6,0.0,15.55,"(3.679252366098487, 5.0217761076639675)",11.44,7.09,Two-Sample Welch's t-test,0.0,7.4,"(inf, 2628.123193442767)",5894.46,3899.5,Two-Sample Welch's t-test,8.348051336394677,11.488044774034698,3.1399934376400194,True,True
"19-27_190,001-300,0000_Good",30,20,10,0.0,24.04,"(4.583256479059759, 5.447680591262737)",9.33,4.31,Two-Sample Welch's t-test,0.0,11.86,"(inf, 13358.03729373583)",21139.5,9751.5,Two-Sample Welch's t-test,3.52069579910209,7.260148005429786,3.7394522063276954,True,True
"39-45_1-60,000_Good",28,28,0,,,,,,,,,,,,,,,,,
"53+_88,001-130,0000_Excellent",28,28,0,,,,,,,,,,,,,,,,,
"39-45_130,000-190,000_Excellent",27,27,0,,,,,,,,,,,,,,,,,
"28-38_88,001-130,0000_Very Risk",27,14,13,0.0,42.2,"(4.7063283703645995, 5.189980606090116)",14.62,9.67,Two-Sample Welch's t-test,0.0,10.4,"(inf, 7446.604255556527)",16078.93,9865.38,Two-Sample Welch's t-test,3.352586196755638,6.685198301860737,3.332612105105099,True,True
"39-45_190,001-300,0000_Very Risk",26,20,6,0.0,27.67,"(4.830481825416744, 5.6344019205177815)",14.71,9.48,Two-Sample Welch's t-test,0.0,7.42,"(inf, 16594.408444643494)",33975.0,21187.5,Two-Sample Welch's t-test,0.972667749321428,4.184718847862837,3.2120510985414095,True,True
"46-52_88,001-130,0000_Very Good",26,26,0,,,,,,,,,,,,,,,,,
"1-18_190,001-300,0000_Good",26,11,15,0.0,29.26,"(4.2865506867318635, 4.937197767088466)",8.93,4.32,Two-Sample Welch's t-test,0.0,11.63,"(inf, 12014.496771020364)",20018.18,9837.0,Two-Sample Welch's t-test,2.8918149026801543,5.372723546290332,2.480908643610178,True,True
"39-45_190,001-300,0000_Normal",25,22,3,0.0,17.25,"(4.053383129934257, 5.894005970514321)",11.74,6.77,Two-Sample Welch's t-test,0.02,4.22,"(inf, 21189.432205099627)",26670.68,15500.0,Two-Sample Welch's t-test,1.0944202220613934,5.387571275101231,4.293151053039837,True,True
"39-45_190,001-300,0000_Risk",25,20,5,0.0,31.22,"(4.3650625528462275, 5.0559859523178705)",13.36,8.65,Two-Sample Welch's t-test,0.0,12.09,"(inf, 15864.716559540342)",32739.0,19200.0,Two-Sample Welch's t-test,0.6660117551074776,3.339343621457417,2.6733318663499395,True,True
"28-38_190,001-300,0000_Normal",24,19,5,0.0,16.52,"(4.251128781169699, 5.72250529888823)",11.36,6.37,Two-Sample Welch's t-test,0.0,9.58,"(inf, 16177.013387023528)",26739.47,13800.0,Two-Sample Welch's t-test,2.5787210664693383,6.032862804470766,3.4541417380014274,True,True
"39-45_130,000-190,000_Very Risk",23,20,3,0.0,23.46,"(4.739710217163756, 5.732118615261589)",14.81,9.58,Two-Sample Welch's t-test,0.012,4.56,"(inf, 14883.789987513224)",23061.0,14500.0,Two-Sample Welch's t-test,0.7739793480958773,5.069075802037654,4.295096453941776,True,True
"46-52_300,001+_Very Risk",23,17,6,0.0,38.82,"(4.842122321386873, 5.43077286625324)",14.68,9.55,Two-Sample Welch's t-test,0.049,1.82,"(inf, 32837.99359778155)",61172.65,46412.5,Two-Sample Welch's t-test,0.8516418360966775,3.144454694797991,2.2928128587013132,True,True
"28-38_190,001-300,0000_Good",22,12,10,0.0,17.62,"(3.9474221444369717, 5.0099245591196)",9.17,4.69,Two-Sample Welch's t-test,0.0,10.41,"(inf, 15164.49442192054)",22650.0,10087.5,Two-Sample Welch's t-test,4.371538521542422,6.493948657666407,2.1224101361239853,True,True
"28-38_130,000-190,000_Very Risk",20,17,3,0.0,53.03,"(4.947720572050486, 5.447549359172448)",14.39,9.19,Two-Sample Welch's t-test,0.0,9.93,"(inf, 11534.244332655893)",22948.24,13750.0,Two-Sample Welch's t-test,0.9686406977030887,6.517920019647991,5.549279321944902,True,True
"28-38_130,000-190,000_Risk",20,15,5,0.0,22.73,"(4.556781190582548, 5.651545717927597)",13.25,8.15,Two-Sample Welch's t-test,0.0,8.4,"(inf, 9623.414574778491)",20760.0,13125.0,Two-Sample Welch's t-test,1.2858041345583004,4.104900373118834,2.819096238560534,True,True
"19-27_300,001+_Good",20,14,6,0.0,14.9,"(4.066970837943426, 5.658093824631784)",9.09,4.23,Two-Sample Welch's t-test,0.0,6.48,"(inf, 31408.786559598037)",39107.14,15412.5,Two-Sample Welch's t-test,1.4000958378659496,11.156109115916559,9.756013278050608,True,True
"46-52_190,001-300,0000_Very Risk",20,16,4,0.0,35.79,"(4.7089113318704445, 5.297314406232472)",14.63,9.62,Two-Sample Welch's t-test,0.0,7.1,"(inf, 15411.105915607333)",34805.62,23250.0,Two-Sample Welch's t-test,1.1919798978357874,6.249431885131382,5.057451987295594,True,True
"39-45_300,001+_Very Risk",19,11,8,0.0,15.96,"(4.608887686365359, 6.051324198550174)",14.82,9.49,Two-Sample Welch's t-test,0.0,4.92,"(inf, 31322.175643343835)",61902.27,39984.38,Two-Sample Welch's t-test,0.8991095758437401,2.4844812280599973,1.5853716522162573,True,True
"39-45_190,001-300,0000_Good",19,10,9,0.0,18.71,"(4.561934567213729, 5.72208346158463)",9.75,4.61,Two-Sample Welch's t-test,0.0,13.96,"(inf, 13579.969661049812)",21768.0,10000.0,Two-Sample Welch's t-test,4.4268986230377765,7.177158909380456,2.750260286342679,True,True
"19-27_190,001-300,0000_Risk",19,4,15,0.0,28.25,"(4.493950554586397, 5.290218913785037)",13.27,8.38,Two-Sample Welch's t-test,0.005,5.58,"(inf, 19783.68398038858)",31500.0,18746.0,Two-Sample Welch's t-test,7.060587114221361,3.658138268916712,-3.4024488453046495,True,True
"1-18_60,001-88,000_Very Risk",18,16,2,0.007,28.13,"(3.841321519245566, 6.191111432344121)",14.54,9.52,Two-Sample Welch's t-test,0.0,16.17,"(inf, 3720.1451604137)",9316.88,6030.0,Two-Sample Welch's t-test,15.949216425312438,12.718849186034605,-3.2303672392778315,True,True
"46-52_300,001+_Risk",18,14,4,0.0,20.81,"(4.508133606142774, 5.743251658418004)",13.41,8.28,Two-Sample Welch's t-test,0.0,4.41,"(inf, 51124.287148492556)",64463.57,29996.25,Two-Sample Welch's t-test,0.6667250123984679,3.009530898137338,2.3428058857388705,True,True
"19-27_190,001-300,0000_Normal",18,5,13,0.0,24.6,"(5.007078158776993, 6.132246209197602)",11.96,6.39,Two-Sample Welch's t-test,0.0,8.14,"(inf, 18294.716618899154)",28800.0,14884.62,Two-Sample Welch's t-test,7.477957416220791,6.568414138511433,-0.9095432777093584,True,True
"39-45_300,001+_Excellent",18,18,0,,,,,,,,,,,,,,,,,
"28-38_130,000-190,000_Good",18,11,7,0.0,12.97,"(4.464849928341062, 6.300779427799618)",9.58,4.19,Two-Sample Welch's t-test,0.0,7.64,"(inf, 10816.57409775379)",14953.64,6535.71,Two-Sample Welch's t-test,2.6134494104743626,7.274150431500534,4.6607010210261715,True,True
"19-27_130,000-190,000_Risk",17,13,4,0.0,33.03,"(4.719876908239891, 5.397779675224576)",13.28,8.23,Two-Sample Welch's t-test,0.0,10.9,"(inf, 8703.224932979203)",20495.77,13218.75,Two-Sample Welch's t-test,2.2576038017407565,4.8203004580682975,2.562696656327541,True,True
"46-52_130,000-190,000_Very Risk",17,9,8,0.0,19.94,"(4.331260356913244, 5.426762124568921)",14.54,9.66,Two-Sample Welch's t-test,0.0,8.89,"(inf, 12313.269685594432)",23293.33,13418.62,Two-Sample Welch's t-test,2.221192714006204,3.639270583517562,1.4180778695113578,True,True
"28-38_190,001-300,0000_Very Good",17,11,6,0.0,15.45,"(3.7055616240967164, 4.89397435113067)",6.66,2.36,Two-Sample Welch's t-test,0.0,8.87,"(inf, 12079.71150212659)",14987.73,5250.0,Two-Sample Welch's t-test,1.8099162726986484,7.036725934538153,5.226809661839504,True,True
"39-45_300,001+_Risk",16,14,2,0.0,33.48,"(4.309140071346086, 4.899980921703001)",13.47,8.87,Two-Sample Welch's t-test,0.174,1.51,"(inf, 75193.43258624876)",47883.21,37500.0,Two-Sample Welch's t-test,0.44825963197884217,2.4054370595871934,1.9571774276083511,True,False
"1-18_60,001-88,000_Risk",16,15,1,,51.98,"(nan, nan)",13.43,8.16,Two-Sample Welch's t-test,,68.83,"(inf, nan)",8956.0,6030.0,Two-Sample Welch's t-test,7.283928247870991,12.102702702702702,4.818774454831712,,
"1-18_88,001-130,0000_Risk",15,5,10,0.0,26.89,"(4.75809760995086, 5.605853590463691)",13.37,8.19,Two-Sample Welch's t-test,0.001,8.21,"(inf, 7768.3719173763075)",14865.0,9054.0,Two-Sample Welch's t-test,1.5872431511352103,8.643698211949411,7.056455060814201,True,True
"28-38_190,001-300,0000_Very Risk",15,12,3,0.0,38.94,"(4.41333307596992, 4.947211866055451)",14.47,9.79,Two-Sample Welch's t-test,0.001,5.18,"(inf, 12630.140117687512)",33030.0,24500.0,Two-Sample Welch's t-test,0.5297835671949366,3.524609843937575,2.9948262767426383,True,True
"46-52_60,001-88,000_Very Good",14,14,0,,,,,,,,,,,,,,,,,
"28-38_88,001-130,0000_Very Good",14,14,0,,,,,,,,,,,,,,,,,
"28-38_300,001+_Very Good",14,13,1,,25.04,"(nan, nan)",7.08,1.35,Two-Sample Welch's t-test,,18.21,"(inf, nan)",30318.69,4500.0,Two-Sample Welch's t-test,0.05850799921365249,3.7384830812970185,3.6799750820833657,,
"19-27_88,001-130,0000_Very Risk",14,6,8,0.0,33.14,"(4.7571329155550695, 5.4319832527268685)",14.46,9.36,Two-Sample Welch's t-test,0.0,6.86,"(inf, 8471.465223076695)",16455.0,10115.62,Two-Sample Welch's t-test,7.533548378087778,6.323131016196899,-1.2104173618908782,True,True
"46-52_190,001-300,0000_Good",14,12,2,0.032,9.93,"(1.5338971307969809, 8.98648239277233)",9.66,4.4,Two-Sample Welch's t-test,0.012,7.07,"(inf, 16393.364157998)",20535.0,10687.5,Two-Sample Welch's t-test,0.44439731927062703,5.476164284928548,5.031766965657921,True,True
"1-18_88,001-130,0000_Normal",13,4,9,0.0,24.26,"(4.074645430440739, 4.9917801990156985)",11.59,7.05,Two-Sample Welch's t-test,0.001,7.18,"(inf, 6048.575569170402)",12862.5,8446.67,Two-Sample Welch's t-test,2.3335052305878885,7.22668183637781,4.893176605789922,True,True
